DISTRITOS;RELACIONADAS CON LAS PERSONAS;RELACIONADAS CON EL PATRIMONIO;POR TENENCIA DE ARMAS;POR TENENCIA DE DROGAS;POR CONSUMO DE DROGAS;PERSONAS DETENIDAS E INVESTIGADAS;CON VICTIMAS;SIN VICTIMAS;EXPEDIENTES;PROPIEDAD INTELECTUAL E INDUSTRIAL;INFRACCIONES ALIMENTARIAS;MAYORES DE EDAD;MENORES DE 18 AÑOS;INSPECCIONES Y ACTUACIONES;DENUNCIAS;EXPEDIENTES INSTRUIDOS;CONTACTOS CON CENTROS ESCOLARES;AÑO;MES
ARGANZUELA;7.0;3.0;2.0;2.0;1.0;18.0;34.0;38.0;18.0;0.0;29.0;8.0;0.0;40.0;70.0;0.0;0.0;2022;agosto
RETIRO;4.0;10.0;1.0;4.0;0.0;16.0;24.0;28.0;5.0;11.0;9.0;4.0;1.0;9.0;19.0;1.0;1.0;2022;agosto
SALAMANCA;7.0;31.0;5.0;12.0;2.0;50.0;35.0;31.0;0.0;0.0;2.0;0.0;1.0;142.0;300.0;0.0;0.0;2022;agosto
CHAMARTÍN;15.0;14.0;0.0;4.0;1.0;10.0;30.0;31.0;10.0;13.0;0.0;27.0;0.0;10.0;12.0;0.0;0.0;2022;agosto
TETUÁN;17.0;13.0;1.0;9.0;0.0;32.0;25.0;28.0;21.0;1.0;3.0;17.0;0.0;94.0;165.0;1.0;0.0;2022;agosto
CHAMBERÍ;9.0;6.0;0.0;19.0;1.0;12.0;32.0;18.0;3.0;0.0;1.0;33.0;0.0;41.0;73.0;0.0;0.0;2022;agosto
FUENCARRAL - EL PARDO;9.0;7.0;4.0;8.0;0.0;30.0;26.0;28.0;20.0;0.0;3.0;25.0;3.0;49.0;62.0;0.0;0.0;2022;agosto
MONCLOA - ARAVACA;27.0;4.0;0.0;2.0;6.0;17.0;28.0;35.0;10.0;1.0;12.0;20.0;0.0;43.0;54.0;0.0;0.0;2022;agosto
LATINA;22.0;12.0;7.0;48.0;5.0;44.0;23.0;31.0;24.0;2.0;32.0;168.0;0.0;32.0;73.0;0.0;0.0;2022;agosto
CARABANCHEL;63.0;37.0;3.0;12.0;1.0;47.0;36.0;42.0;47.0;6.0;19.0;96.0;0.0;23.0;63.0;5.0;0.0;2022;agosto
USERA;23.0;12.0;1.0;20.0;0.0;32.0;14.0;28.0;15.0;12.0;85.0;171.0;0.0;16.0;46.0;0.0;0.0;2022;agosto
PUENTE DE VALLECAS;52.0;35.0;9.0;32.0;4.0;113.0;31.0;48.0;49.0;23.0;12.0;154.0;2.0;17.0;41.0;2.0;3.0;2022;agosto
MORATALAZ;6.0;3.0;0.0;5.0;1.0;7.0;12.0;13.0;2.0;0.0;0.0;28.0;0.0;10.0;33.0;1.0;0.0;2022;agosto
CIUDAD LINEAL;33.0;27.0;1.0;24.0;0.0;53.0;49.0;29.0;16.0;0.0;4.0;100.0;1.0;39.0;52.0;0.0;0.0;2022;agosto
HORTALEZA;11.0;9.0;1.0;35.0;3.0;21.0;22.0;14.0;10.0;0.0;0.0;64.0;0.0;5.0;2.0;3.0;0.0;2022;agosto
VILLAVERDE;27.0;28.0;1.0;11.0;2.0;30.0;16.0;24.0;14.0;12.0;2.0;251.0;3.0;5.0;12.0;0.0;0.0;2022;agosto
VILLA DE VALLECAS;20.0;22.0;6.0;19.0;6.0;29.0;24.0;14.0;16.0;0.0;0.0;10.0;0.0;14.0;27.0;0.0;0.0;2022;agosto
VICÁLVARO;13.0;13.0;0.0;0.0;0.0;9.0;7.0;18.0;8.0;0.0;0.0;7.0;0.0;14.0;32.0;0.0;0.0;2022;agosto
SAN BLAS - CANILLEJAS;15.0;17.0;1.0;5.0;3.0;28.0;25.0;42.0;18.0;3.0;2.0;45.0;5.0;40.0;83.0;6.0;1.0;2022;agosto
BARAJAS;11.0;9.0;0.0;0.0;0.0;6.0;8.0;18.0;6.0;1.0;1.0;5.0;2.0;9.0;6.0;1.0;5.0;2022;agosto
SIN DISTRITO ASIGNADO;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2022;agosto
OTRAS UNIDADES;;;;;;;;;2.0;;;;;;;;;2022;agosto
CENTRO;44.0;149.0;3.0;134.0;31.0;162.0;49.0;45.0;97.0;44.0;33.0;523.0;3.0;620.0;1448.0;36.0;22.0;2022;septiembre
ARGANZUELA;6.0;6.0;3.0;6.0;2.0;33.0;40.0;45.0;31.0;2.0;14.0;15.0;0.0;120.0;128.0;0.0;10.0;2022;septiembre
RETIRO;8.0;5.0;0.0;1.0;1.0;8.0;44.0;34.0;9.0;21.0;15.0;25.0;0.0;26.0;64.0;2.0;6.0;2022;septiembre
SALAMANCA;8.0;29.0;3.0;12.0;1.0;45.0;58.0;68.0;24.0;0.0;1.0;9.0;1.0;233.0;426.0;0.0;0.0;2022;septiembre
CHAMARTÍN;18.0;9.0;2.0;25.0;10.0;22.0;48.0;56.0;19.0;18.0;19.0;28.0;14.0;0.0;0.0;4.0;2.0;2022;septiembre
TETUÁN;14.0;13.0;1.0;7.0;4.0;26.0;35.0;30.0;50.0;7.0;6.0;46.0;0.0;226.0;521.0;2.0;39.0;2022;septiembre
CHAMBERÍ;13.0;10.0;1.0;20.0;3.0;15.0;46.0;48.0;13.0;0.0;1.0;30.0;1.0;144.0;245.0;1.0;10.0;2022;septiembre
FUENCARRAL - EL PARDO;7.0;2.0;0.0;17.0;0.0;15.0;38.0;49.0;29.0;0.0;1.0;29.0;0.0;78.0;80.0;1.0;16.0;2022;septiembre
MONCLOA - ARAVACA;23.0;14.0;0.0;40.0;2.0;27.0;47.0;47.0;31.0;1.0;6.0;38.0;3.0;38.0;59.0;0.0;0.0;2022;septiembre
LATINA;18.0;11.0;2.0;33.0;0.0;39.0;46.0;46.0;36.0;1.0;30.0;191.0;0.0;43.0;97.0;0.0;13.0;2022;septiembre
CARABANCHEL;35.0;25.0;1.0;7.0;1.0;34.0;53.0;43.0;65.0;18.0;24.0;231.0;0.0;222.0;459.0;0.0;2.0;2022;septiembre
USERA;15.0;11.0;1.0;10.0;7.0;36.0;24.0;36.0;41.0;128.0;56.0;141.0;1.0;58.0;135.0;0.0;0.0;2022;septiembre
PUENTE DE VALLECAS;44.0;32.0;11.0;43.0;3.0;80.0;42.0;68.0;86.0;23.0;3.0;20.0;0.0;75.0;125.0;2.0;25.0;2022;septiembre
MORATALAZ;5.0;2.0;0.0;2.0;0.0;5.0;25.0;27.0;15.0;0.0;0.0;27.0;3.0;34.0;36.0;1.0;0.0;2022;septiembre
CIUDAD LINEAL;24.0;26.0;5.0;85.0;1.0;22.0;35.0;57.0;38.0;0.0;9.0;35.0;3.0;85.0;85.0;0.0;0.0;2022;septiembre
HORTALEZA;8.0;8.0;3.0;21.0;0.0;19.0;19.0;31.0;32.0;1.0;0.0;85.0;12.0;52.0;121.0;0.0;0.0;2022;septiembre
VILLAVERDE;54.0;25.0;2.0;16.0;4.0;12.0;31.0;23.0;18.0;47.0;35.0;374.0;3.0;105.0;135.0;4.0;42.0;2022;septiembre
VILLA DE VALLECAS;20.0;12.0;4.0;10.0;1.0;18.0;29.0;18.0;20.0;0.0;0.0;8.0;0.0;85.0;124.0;0.0;0.0;2022;septiembre
VICÁLVARO;4.0;12.0;0.0;0.0;1.0;4.0;11.0;8.0;6.0;0.0;0.0;4.0;0.0;40.0;24.0;0.0;0.0;2022;septiembre
SAN BLAS - CANILLEJAS;29.0;17.0;1.0;8.0;1.0;16.0;45.0;40.0;32.0;1.0;23.0;18.0;0.0;228.0;422.0;8.0;42.0;2022;septiembre
BARAJAS;12.0;12.0;0.0;12.0;8.0;16.0;14.0;23.0;7.0;0.0;0.0;20.0;10.0;21.0;36.0;0.0;54.0;2022;septiembre
SIN DISTRITO ASIGNADO;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2022;septiembre
OTRAS UNIDADES;;;;;;;;;7.0;;;;;;;;;2022;septiembre
CENTRO;47.0;103.0;15.0;192.0;38.0;150.0;56.0;59.0;73.0;119.0;43.0;1549.0;11.0;434.0;1228.0;22.0;9.0;2022;octubre
ARGANZUELA;4.0;3.0;1.0;11.0;0.0;24.0;23.0;35.0;25.0;2.0;10.0;22.0;0.0;96.0;130.0;3.0;21.0;2022;octubre
RETIRO;1.0;4.0;2.0;7.0;3.0;9.0;47.0;42.0;15.0;3.0;4.0;9.0;1.0;99.0;173.0;0.0;3.0;2022;octubre
SALAMANCA;2.0;29.0;2.0;19.0;4.0;53.0;70.0;85.0;24.0;1.0;2.0;18.0;1.0;193.0;417.0;0.0;1.0;2022;octubre
CHAMARTÍN;9.0;12.0;3.0;35.0;11.0;32.0;75.0;58.0;11.0;38.0;10.0;44.0;0.0;94.0;128.0;0.0;2.0;2022;octubre
TETUÁN;6.0;4.0;1.0;20.0;2.0;30.0;49.0;43.0;22.0;3.0;12.0;38.0;1.0;389.0;512.0;13.0;31.0;2022;octubre
CHAMBERÍ;7.0;6.0;0.0;21.0;1.0;18.0;48.0;43.0;27.0;0.0;2.0;67.0;1.0;224.0;411.0;1.0;8.0;2022;octubre
FUENCARRAL - EL PARDO;3.0;2.0;19.0;53.0;2.0;46.0;39.0;46.0;32.0;1.0;1.0;29.0;2.0;55.0;72.0;2.0;24.0;2022;octubre
MONCLOA - ARAVACA;4.0;7.0;1.0;12.0;2.0;28.0;39.0;57.0;12.0;0.0;8.0;39.0;0.0;60.0;125.0;0.0;1.0;2022;octubre
LATINA;13.0;15.0;2.0;54.0;4.0;41.0;37.0;40.0;27.0;6.0;31.0;297.0;3.0;55.0;143.0;0.0;24.0;2022;octubre
CARABANCHEL;7.0;13.0;24.0;19.0;7.0;63.0;58.0;51.0;46.0;35.0;30.0;157.0;0.0;65.0;127.0;0.0;15.0;2022;octubre
USERA;4.0;7.0;1.0;8.0;2.0;18.0;41.0;50.0;33.0;34.0;39.0;156.0;0.0;51.0;92.0;0.0;1.0;2022;octubre
PUENTE DE VALLECAS;11.0;17.0;10.0;57.0;3.0;86.0;51.0;84.0;66.0;81.0;9.0;53.0;0.0;119.0;116.0;0.0;26.0;2022;octubre
MORATALAZ;5.0;4.0;0.0;3.0;0.0;5.0;21.0;24.0;6.0;0.0;0.0;4.0;3.0;44.0;59.0;1.0;0.0;2022;octubre
CIUDAD LINEAL;17.0;10.0;1.0;52.0;1.0;57.0;50.0;59.0;28.0;1.0;14.0;29.0;0.0;49.0;69.0;0.0;0.0;2022;octubre
HORTALEZA;3.0;4.0;9.0;47.0;1.0;11.0;32.0;44.0;15.0;0.0;0.0;92.0;0.0;46.0;63.0;3.0;0.0;2022;octubre
VILLAVERDE;6.0;25.0;0.0;16.0;3.0;18.0;20.0;36.0;19.0;17.0;15.0;213.0;0.0;147.0;214.0;1.0;32.0;2022;octubre
VILLA DE VALLECAS;6.0;5.0;2.0;7.0;45.0;12.0;25.0;27.0;21.0;1.0;5.0;17.0;1.0;38.0;90.0;0.0;0.0;2022;octubre
VICÁLVARO;1.0;1.0;0.0;8.0;0.0;8.0;14.0;12.0;12.0;0.0;0.0;5.0;0.0;45.0;58.0;8.0;9.0;2022;octubre
SAN BLAS - CANILLEJAS;10.0;11.0;3.0;21.0;2.0;22.0;48.0;56.0;23.0;3.0;20.0;25.0;0.0;163.0;260.0;3.0;35.0;2022;octubre
BARAJAS;5.0;6.0;4.0;6.0;0.0;9.0;14.0;19.0;8.0;0.0;2.0;11.0;0.0;34.0;34.0;0.0;38.0;2022;octubre
SIN DISTRITO ASIGNADO;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2022;octubre
OTRAS UNIDADES;;;;;;;;;1.0;;;;;;;;;2022;octubre
CENTRO;31.0;91.0;64.0;192.0;51.0;166.0;55.0;54.0;61.0;454.0;29.0;1225.0;2.0;552.0;1083.0;19.0;2.0;2022;noviembre
ARGANZUELA;1.0;2.0;1.0;6.0;2.0;13.0;35.0;45.0;12.0;2.0;5.0;3.0;0.0;91.0;164.0;2.0;13.0;2022;noviembre
RETIRO;3.0;1.0;1.0;3.0;1.0;8.0;49.0;58.0;6.0;6.0;1.0;0.0;0.0;34.0;75.0;0.0;11.0;2022;noviembre
SALAMANCA;6.0;29.0;3.0;19.0;2.0;55.0;72.0;66.0;21.0;4.0;1.0;24.0;0.0;179.0;402.0;0.0;0.0;2022;noviembre
CHAMARTÍN;3.0;1.0;1.0;19.0;4.0;23.0;65.0;84.0;17.0;29.0;0.0;56.0;2.0;142.0;204.0;0.0;3.0;2022;noviembre
TETUÁN;6.0;5.0;3.0;4.0;0.0;28.0;39.0;43.0;14.0;8.0;8.0;5.0;0.0;194.0;388.0;0.0;6.0;2022;noviembre
CHAMBERÍ;4.0;7.0;1.0;38.0;1.0;12.0;60.0;41.0;20.0;0.0;0.0;18.0;0.0;147.0;325.0;0.0;5.0;2022;noviembre
FUENCARRAL - EL PARDO;3.0;5.0;3.0;39.0;1.0;24.0;49.0;52.0;31.0;0.0;3.0;18.0;0.0;37.0;60.0;1.0;13.0;2022;noviembre
MONCLOA - ARAVACA;2.0;8.0;1.0;3.0;4.0;22.0;44.0;73.0;15.0;0.0;1.0;22.0;0.0;47.0;64.0;0.0;0.0;2022;noviembre
LATINA;5.0;13.0;6.0;27.0;1.0;41.0;50.0;41.0;37.0;7.0;42.0;115.0;0.0;42.0;101.0;3.0;14.0;2022;noviembre
CARABANCHEL;14.0;13.0;5.0;23.0;6.0;47.0;39.0;59.0;33.0;27.0;22.0;19.0;0.0;58.0;158.0;1.0;18.0;2022;noviembre
USERA;4.0;7.0;2.0;19.0;0.0;19.0;39.0;43.0;13.0;14.0;29.0;92.0;0.0;36.0;111.0;0.0;0.0;2022;noviembre
PUENTE DE VALLECAS;25.0;25.0;9.0;18.0;0.0;65.0;60.0;79.0;40.0;14.0;15.0;72.0;0.0;182.0;165.0;3.0;14.0;2022;noviembre
MORATALAZ;3.0;5.0;0.0;2.0;0.0;7.0;26.0;39.0;3.0;0.0;2.0;11.0;0.0;25.0;36.0;0.0;0.0;2022;noviembre
CIUDAD LINEAL;9.0;18.0;3.0;34.0;2.0;38.0;56.0;44.0;34.0;3.0;10.0;5.0;0.0;34.0;47.0;0.0;0.0;2022;noviembre
HORTALEZA;2.0;11.0;4.0;47.0;6.0;27.0;33.0;47.0;28.0;0.0;0.0;61.0;7.0;16.0;19.0;0.0;0.0;2022;noviembre
VILLAVERDE;23.0;6.0;2.0;14.0;0.0;12.0;22.0;25.0;15.0;5.0;13.0;232.0;0.0;134.0;126.0;0.0;33.0;2022;noviembre
VILLA DE VALLECAS;8.0;6.0;1.0;4.0;59.0;21.0;20.0;26.0;8.0;1.0;5.0;60.0;0.0;34.0;91.0;0.0;0.0;2022;noviembre
VICÁLVARO;2.0;4.0;1.0;4.0;0.0;11.0;17.0;9.0;7.0;1.0;1.0;10.0;0.0;56.0;96.0;0.0;4.0;2022;noviembre
SAN BLAS - CANILLEJAS;7.0;11.0;1.0;10.0;3.0;30.0;48.0;40.0;16.0;7.0;7.0;7.0;0.0;67.0;144.0;3.0;59.0;2022;noviembre
BARAJAS;3.0;3.0;0.0;2.0;0.0;9.0;7.0;28.0;3.0;0.0;0.0;12.0;2.0;12.0;17.0;0.0;39.0;2022;noviembre
SIN DISTRITO ASIGNADO;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2022;noviembre
OTRAS UNIDADES;;;;;;;;;0.0;;;;;;;;;2022;noviembre
CENTRO;31.0;90.0;629.0;255.0;64.0;131.0;54.0;60.0;31.0;398.0;19.0;1709.0;10.0;375.0;899.0;5.0;3.0;2022;diciembre
ARGANZUELA;4.0;7.0;1.0;3.0;0.0;26.0;36.0;48.0;16.0;1.0;9.0;2.0;0.0;59.0;70.0;0.0;1.0;2022;diciembre
RETIRO;2.0;4.0;0.0;6.0;0.0;13.0;37.0;49.0;7.0;9.0;1.0;0.0;0.0;23.0;64.0;1.0;0.0;2022;diciembre
SALAMANCA;4.0;34.0;2.0;12.0;2.0;46.0;60.0;64.0;6.0;16.0;0.0;6.0;0.0;147.0;239.0;1.0;0.0;2022;diciembre
CHAMARTÍN;0.0;4.0;1.0;27.0;8.0;19.0;48.0;76.0;5.0;8.0;1.0;139.0;11.0;232.0;296.0;1.0;0.0;2022;diciembre
TETUÁN;4.0;1.0;1.0;19.0;15.0;21.0;30.0;35.0;21.0;3.0;5.0;11.0;0.0;83.0;208.0;6.0;22.0;2022;diciembre
CHAMBERÍ;3.0;2.0;0.0;37.0;0.0;18.0;51.0;49.0;10.0;1.0;0.0;12.0;0.0;102.0;208.0;0.0;5.0;2022;diciembre
FUENCARRAL - EL PARDO;2.0;2.0;0.0;8.0;0.0;23.0;51.0;73.0;14.0;2.0;1.0;5.0;1.0;25.0;45.0;0.0;2.0;2022;diciembre
MONCLOA - ARAVACA;2.0;5.0;0.0;10.0;1.0;14.0;52.0;73.0;12.0;1.0;1.0;11.0;0.0;54.0;38.0;0.0;0.0;2022;diciembre
LATINA;6.0;8.0;4.0;10.0;3.0;32.0;41.0;45.0;31.0;3.0;13.0;25.0;1.0;38.0;82.0;0.0;9.0;2022;diciembre
CARABANCHEL;2.0;10.0;3.0;15.0;2.0;39.0;47.0;62.0;24.0;4.0;9.0;25.0;0.0;38.0;101.0;0.0;7.0;2022;diciembre
USERA;2.0;4.0;0.0;2.0;0.0;21.0;27.0;45.0;20.0;3.0;1.0;10.0;0.0;25.0;73.0;0.0;0.0;2022;diciembre
PUENTE DE VALLECAS;14.0;18.0;4.0;35.0;2.0;54.0;51.0;94.0;37.0;29.0;1.0;19.0;0.0;53.0;95.0;2.0;8.0;2022;diciembre
MORATALAZ;0.0;3.0;0.0;0.0;0.0;6.0;20.0;24.0;9.0;0.0;0.0;13.0;0.0;13.0;22.0;1.0;2.0;2022;diciembre
CIUDAD LINEAL;18.0;11.0;2.0;38.0;0.0;39.0;65.0;73.0;27.0;1.0;6.0;0.0;0.0;32.0;40.0;1.0;0.0;2022;diciembre
HORTALEZA;1.0;7.0;0.0;26.0;4.0;38.0;33.0;50.0;11.0;0.0;0.0;27.0;0.0;35.0;69.0;1.0;0.0;2022;diciembre
VILLAVERDE;8.0;4.0;2.0;3.0;4.0;31.0;27.0;33.0;11.0;7.0;2.0;6.0;0.0;65.0;87.0;0.0;5.0;2022;diciembre
VILLA DE VALLECAS;6.0;14.0;0.0;3.0;4.0;17.0;32.0;32.0;10.0;0.0;1.0;4.0;0.0;28.0;36.0;0.0;0.0;2022;diciembre
VICÁLVARO;1.0;0.0;1.0;6.0;3.0;3.0;7.0;16.0;5.0;0.0;0.0;10.0;0.0;17.0;29.0;0.0;0.0;2022;diciembre
SAN BLAS - CANILLEJAS;7.0;8.0;1.0;12.0;0.0;29.0;48.0;45.0;16.0;0.0;1.0;1.0;0.0;28.0;61.0;5.0;27.0;2022;diciembre
BARAJAS;1.0;2.0;0.0;3.0;0.0;6.0;5.0;27.0;4.0;0.0;2.0;2.0;0.0;7.0;4.0;0.0;18.0;2022;diciembre
SIN DISTRITO ASIGNADO;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2022;diciembre
OTRAS UNIDADES;;;;;;;;;0.0;;;;;;;;;2022;diciembre
